sn,fault_time,label,msg_feature,server_model,venus_feature,crashdump_feature
SERVER_27073,2020-10-25 03:02:00,0,"[[2, 243, 4], [5, 8, 4], [5, 8, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_27467,2020-08-09 06:53:00,0,"[[5, 8, 4], [5, 8, 9], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10247,2020-05-13 21:45:00,2,"[[372, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8115,2020-01-16 23:21:00,2,"[[380, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_20541,2020-09-12 16:16:00,1,"[[5, 36, 4], [733, 125, 4], [738, 125, 4]]",33,"[[2, 3, 4]]","[0, 0]"
SERVER_13024,2020-08-06 01:43:00,1,"[[5, 8, 4], [271, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_20288,2020-06-05 07:32:00,1,"[[5, 36, 4], [271, 36, 4], [5, 36, 9], [233, 26, 4], [271, 36, 9], [233, 20, 4], [2, 242, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13078,2020-01-27 04:05:00,2,"[[270, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8351,2020-10-07 15:36:00,2,"[[378, 95, 4], [5, 8, 4], [5, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10952,2020-05-12 21:11:00,2,"[[270, 95, 4], [5, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10919,2020-03-30 19:13:00,2,"[[5, 8, 4], [379, 95, 4], [373, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9623,2020-03-14 18:15:00,2,"[[374, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9104,2020-07-09 22:56:00,2,"[[376, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9316,2020-07-01 21:54:00,1,"[[5, 8, 4], [5, 8, 9], [2, 242, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8894,2020-04-05 10:42:00,1,"[[5, 36, 4], [5, 36, 9], [233, 26, 4], [233, 20, 4], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10090,2020-08-06 17:55:00,2,"[[380, 95, 4], [271, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_7820,2020-04-10 22:56:00,2,"[[379, 23, 4], [271, 36, 9], [233, 26, 4], [233, 20, 4], [271, 8, 9], [2, 242, 4], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8238,2020-05-27 04:42:00,2,"[[2, 243, 4], [374, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26524,2020-03-29 12:30:00,0,"[[271, 36, 4], [5, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_7593,2020-05-31 03:51:00,2,"[[377, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10132,2020-03-30 07:21:00,2,"[[373, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_23113,2020-11-24 08:06:00,2,"[[374, 95, 4], [271, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8345,2020-05-12 16:27:00,3,"[[214, 42, 4], [214, 764, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9543,2020-07-11 17:50:00,2,"[[220, 152, 4], [376, 8, 9], [376, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_12208,2020-11-21 04:11:00,1,"[[5, 36, 4], [271, 36, 4], [5, 36, 9], [233, 26, 4], [271, 36, 9], [233, 20, 4], [2, 242, 4]]",33,"[[77, 50, 51], [49, 50, 51], [62, 41, 42], [40, 41, 42]]","[24, 8]"
SERVER_26445,2020-03-17 13:58:00,0,"[[5, 8, 4], [375, 95, 4], [271, 8, 4], [5, 36, 4], [271, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26439,2020-03-16 14:43:00,0,"[[271, 36, 4], [5, 36, 4], [733, 125, 4], [733, 125, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13375,2020-02-10 16:30:00,3,"[[214, 42, 4], [214, 764, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_7952,2020-01-12 04:43:00,2,"[[372, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10203,2020-07-05 14:09:00,2,"[[375, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8923,2020-08-29 09:20:00,2,"[[270, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13449,2020-03-31 10:00:00,1,"[[271, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9497,2020-05-11 10:58:00,2,"[[369, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9123,2020-05-23 17:19:00,1,"[[2, 243, 4], [271, 36, 4], [5, 36, 4], [233, 26, 4], [5, 36, 9], [271, 36, 9], [233, 20, 4], [2, 242, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26484,2020-08-24 02:22:00,0,"[[271, 8, 4], [271, 8, 9], [2, 242, 4], [2, 243, 4], [271, 36, 4], [5, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8663,2019-12-31 17:38:00,2,"[[371, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10242,2020-08-28 20:18:00,2,"[[381, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13436,2020-03-28 16:12:00,2,"[[253, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10103,2020-04-07 14:06:00,2,"[[220, 152, 4], [733, 125, 4], [738, 125, 4], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8965,2020-09-10 21:29:00,2,"[[369, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10295,2020-09-19 07:44:00,2,"[[373, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9444,2020-03-11 19:06:00,2,"[[253, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_7534,2020-09-09 01:12:00,3,"[[207, 49, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13527,2020-05-27 07:21:00,2,"[[373, 95, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13470,2019-12-28 16:03:00,1,"[[271, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13509,2020-01-01 11:18:00,1,"[[271, 36, 4], [271, 36, 9], [233, 26, 4], [233, 20, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8289,2020-01-08 22:07:00,2,"[[375, 23, 4], [381, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10331,2020-09-23 04:39:00,1,"[[5, 36, 4], [271, 36, 4], [5, 36, 9], [233, 26, 4], [271, 36, 9], [233, 20, 4], [2, 242, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8347,2020-05-25 13:01:00,2,"[[373, 95, 4], [271, 8, 4], [5, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8708,2020-06-25 01:18:00,2,"[[372, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_22999,2020-11-12 17:32:00,2,"[[271, 8, 4], [375, 95, 4], [271, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26355,2020-06-07 00:49:00,0,"[[5, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_7579,2020-05-12 22:25:00,2,"[[371, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13152,2020-04-08 05:01:00,1,"[[5, 36, 4], [733, 125, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13193,2020-09-19 05:46:00,2,"[[373, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13471,2020-04-20 19:33:00,2,"[[253, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10727,2020-07-26 11:13:00,1,"[[5, 8, 4], [271, 8, 4], [5, 8, 9], [271, 8, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9027,2020-03-15 00:00:00,2,"[[270, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8832,2020-04-11 23:15:00,2,"[[253, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9570,2020-07-24 04:56:00,2,"[[374, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_7870,2020-11-24 20:07:00,2,"[[381, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8924,2020-01-12 13:35:00,2,"[[376, 95, 4], [5, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26664,2020-02-17 20:40:00,0,"[[5, 8, 4], [2, 243, 4], [233, 26, 4], [233, 20, 4], [5, 8, 9], [2, 242, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_11016,2020-04-09 06:07:00,2,"[[5, 8, 4], [376, 95, 4], [271, 8, 4], [5, 36, 4], [271, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8793,2020-03-22 07:19:00,2,"[[371, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26544,2020-09-09 22:54:00,0,"[[5, 36, 9], [233, 26, 4], [271, 36, 9], [233, 20, 4], [733, 125, 9], [271, 8, 9], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9163,2020-03-29 02:10:00,2,"[[377, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8815,2020-03-19 09:10:00,2,"[[372, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_27098,2020-09-12 19:10:00,0,"[[2, 243, 4], [5, 8, 4]]",33,"[[40, 53, 55]]","[0, 0]"
SERVER_7809,2020-01-06 03:28:00,1,"[[5, 36, 4], [271, 36, 4], [733, 125, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13585,2020-08-24 15:08:00,2,"[[373, 95, 4], [5, 8, 4], [5, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8015,2020-01-20 00:55:00,1,"[[5, 36, 4], [271, 36, 4], [733, 125, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_23054,2020-09-03 07:18:00,1,"[[271, 36, 4], [5, 36, 4], [738, 125, 4], [733, 125, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_22894,2020-06-19 14:44:00,1,"[[5, 36, 4], [271, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26455,2020-04-14 19:58:00,0,"[[271, 36, 4], [5, 36, 4], [733, 125, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26415,2020-03-08 19:14:00,0,"[[271, 36, 4], [733, 125, 4], [733, 125, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_22858,2020-11-07 15:15:00,2,"[[381, 23, 4], [2391, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_22994,2020-08-05 10:00:00,1,"[[271, 36, 9], [5, 36, 9], [233, 26, 4], [233, 20, 4], [733, 125, 9], [2, 242, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_27429,2020-10-12 05:13:00,0,"[[5, 36, 9], [233, 26, 4], [233, 20, 4], [2, 242, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8443,2020-03-12 00:13:00,2,"[[372, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26554,2020-01-14 15:13:00,0,"[[207, 42, 9], [207, 764, 9], [271, 36, 4], [5, 36, 4], [733, 125, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10246,2020-07-01 02:55:00,2,"[[372, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8552,2020-01-25 10:29:00,2,"[[389, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8425,2020-04-05 07:51:00,2,"[[377, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26515,2020-06-18 18:50:00,0,"[[2, 243, 4], [389, 95, 4], [271, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13050,2020-06-23 18:10:00,1,"[[5, 36, 4], [271, 36, 4], [733, 125, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_27450,2020-08-10 18:44:00,0,"[[5, 36, 4], [733, 125, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_7559,2020-10-22 06:53:00,2,"[[270, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8637,2020-05-06 03:17:00,2,"[[270, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26431,2020-01-10 22:42:00,0,"[[271, 36, 4], [5, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9364,2020-02-13 14:24:00,2,"[[389, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8111,2020-04-26 12:24:00,2,"[[373, 95, 4], [5, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8902,2020-06-11 17:21:00,2,"[[389, 23, 4], [271, 8, 4], [389, 95, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_7726,2020-09-04 12:38:00,1,"[[271, 36, 4], [733, 125, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13201,2020-01-26 15:45:00,2,"[[393, 95, 4], [271, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9588,2020-02-04 16:24:00,3,"[[2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_7620,2020-06-26 22:46:00,2,"[[372, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9529,2020-05-03 07:31:00,2,"[[253, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10103,2020-03-30 09:35:00,2,"[[371, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_7625,2020-01-31 20:26:00,2,"[[381, 23, 4], [381, 95, 4], [5, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9394,2020-09-29 06:31:00,2,"[[375, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13272,2020-09-02 04:42:00,1,"[[5, 36, 4], [271, 36, 4]]",33,"[[0, 0, 0]]","[19, 20]"
SERVER_8905,2020-02-04 10:51:00,3,"[[207, 49, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_20150,2020-04-03 04:48:00,2,"[[383, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8057,2020-10-16 22:14:00,1,"[[5, 8, 4], [5, 36, 4], [271, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9192,2020-10-25 16:22:00,2,"[[375, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8098,2020-08-30 14:03:00,2,"[[379, 95, 4], [271, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_11015,2020-10-10 08:19:00,2,"[[375, 95, 4], [5, 8, 4], [5, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9312,2020-10-29 13:57:00,2,"[[377, 95, 4], [5, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13019,2020-01-08 23:02:00,2,"[[371, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10261,2020-05-14 14:31:00,2,"[[220, 152, 4], [233, 20, 4], [381, 239, 4], [381, 239, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13347,2020-05-09 15:35:00,1,"[[271, 8, 4], [271, 8, 9], [2, 242, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_23060,2020-09-17 12:45:00,2,"[[373, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10356,2020-02-11 19:08:00,1,"[[271, 36, 4], [233, 26, 4], [271, 36, 9], [233, 20, 4], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26499,2020-01-17 12:46:00,0,"[[271, 36, 4], [271, 36, 9], [233, 26, 4], [233, 20, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9118,2020-02-27 23:08:00,3,"[[207, 764, 4], [207, 42, 4], [207, 42, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13501,2020-02-22 03:54:00,2,"[[370, 95, 4], [5, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13412,2020-04-12 07:57:00,3,"[[240, 131, 4], [5, 13, 4], [271, 13, 4], [233, 20, 4], [214, 13, 4], [214, 49, 4], [207, 13, 4], [214, 42, 4], [214, 764, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9164,2020-04-15 08:39:00,2,"[[5, 8, 4], [270, 95, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26228,2020-05-24 19:38:00,0,"[[271, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9004,2020-04-12 12:07:00,2,"[[270, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9738,2020-11-02 19:36:00,2,"[[253, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8432,2020-01-27 03:39:00,2,"[[374, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13219,2020-08-15 22:51:00,2,"[[373, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9154,2019-12-31 16:53:00,2,"[[381, 239, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8910,2020-05-04 04:01:00,2,"[[2, 243, 4], [369, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13387,2020-11-21 21:52:00,1,"[[271, 36, 4], [5, 36, 4], [733, 125, 4]]",33,"[[0, 0, 0]]","[7, 8]"
SERVER_7606,2020-09-09 11:07:00,2,"[[374, 95, 4], [271, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9553,2020-06-25 06:33:00,3,"[[214, 42, 4], [214, 49, 4], [214, 764, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8186,2020-08-19 12:16:00,2,"[[383, 95, 4], [271, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8903,2020-07-23 11:52:00,2,"[[374, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13156,2020-11-05 14:28:00,2,"[[378, 95, 4], [5, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10189,2020-05-12 22:31:00,2,"[[389, 239, 4], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9020,2020-03-05 03:37:00,3,"[[207, 49, 4], [733, 125, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8665,2020-10-16 21:33:00,2,"[[369, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26495,2020-05-20 13:47:00,0,"[[207, 42, 9], [207, 764, 9], [271, 36, 4], [5, 36, 4], [733, 125, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_12932,2020-05-14 17:59:00,2,"[[381, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_7876,2020-02-21 11:12:00,1,"[[271, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8086,2020-01-04 13:45:00,2,"[[380, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8915,2020-06-18 10:56:00,1,"[[271, 36, 4], [5, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_20416,2020-06-11 05:49:00,2,"[[253, 95, 4], [253, 95, 9], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_23052,2020-09-02 14:24:00,1,"[[271, 36, 4], [5, 36, 4], [738, 125, 4], [733, 125, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_27418,2020-10-14 08:28:00,0,"[[271, 36, 4], [5, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8302,2020-05-10 16:27:00,2,"[[377, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26263,2020-11-18 21:45:00,0,"[[5, 36, 4], [271, 36, 4]]",33,"[[77, 50, 51], [49, 50, 51], [62, 41, 42], [40, 41, 42]]","[33, 8]"
SERVER_8494,2020-06-26 13:52:00,2,"[[374, 95, 4], [271, 8, 4], [733, 125, 4], [733, 125, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10919,2020-03-31 05:24:00,2,"[[5, 8, 4], [379, 95, 4], [373, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8422,2020-02-28 22:56:00,3,"[[2, 243, 4], [384, 172, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8951,2019-12-29 18:00:00,2,"[[376, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8853,2020-07-12 00:47:00,2,"[[253, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26458,2020-04-14 21:33:00,0,"[[240, 131, 4], [271, 13, 4], [5, 13, 4], [233, 20, 4], [214, 13, 4], [207, 13, 4], [5, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9629,2020-04-18 07:45:00,1,"[[5, 8, 4], [5, 8, 9], [2, 242, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26257,2020-04-23 13:24:00,0,"[[271, 36, 4], [5, 36, 4], [733, 125, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26267,2020-04-05 05:27:00,0,"[[271, 36, 4], [5, 36, 4], [733, 125, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8252,2020-07-26 01:48:00,2,"[[371, 95, 4], [271, 8, 4], [371, 95, 9], [271, 8, 9], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26375,2020-02-11 01:11:00,0,"[[5, 36, 4], [5, 36, 9], [233, 26, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_7747,2020-01-17 15:18:00,2,"[[379, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8448,2020-03-02 08:03:00,1,"[[271, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10157,2020-04-22 18:44:00,2,"[[371, 23, 4], [371, 23, 9], [375, 239, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9054,2020-01-21 17:02:00,1,"[[271, 8, 4], [271, 8, 9], [2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10106,2020-07-23 20:22:00,0,"[[5, 36, 4], [271, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26453,2020-02-25 15:45:00,0,"[[271, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8573,2020-09-09 20:28:00,1,"[[5, 36, 9], [233, 26, 4], [233, 20, 4], [733, 125, 9], [5, 8, 9]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9388,2020-01-09 16:58:00,2,"[[377, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13418,2020-03-16 02:57:00,2,"[[373, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_20260,2020-06-19 07:35:00,2,"[[369, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10198,2020-05-24 11:45:00,1,"[[5, 36, 4], [271, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8152,2019-12-29 19:49:00,2,"[[371, 95, 4], [271, 8, 4], [371, 95, 9], [271, 8, 9], [2, 242, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10500,2020-04-29 17:30:00,1,"[[271, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8109,2020-09-24 13:23:00,1,"[[271, 8, 4], [271, 8, 9], [2, 242, 4], [2, 243, 4]]",33,"[[47, 48, 0], [2, 3, 4]]","[0, 0]"
SERVER_9593,2020-09-10 01:17:00,2,"[[381, 23, 4], [369, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13477,2020-11-17 06:25:00,2,"[[372, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_20540,2020-11-10 17:53:00,1,"[[271, 36, 4], [5, 36, 4], [733, 125, 4]]",33,"[[77, 50, 51], [49, 50, 51], [62, 41, 42], [40, 41, 42]]","[36, 8]"
SERVER_26392,2020-04-10 09:58:00,0,"[[371, 95, 4], [271, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8729,2020-04-23 04:45:00,2,"[[270, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8845,2020-11-13 12:57:00,2,"[[371, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8576,2020-08-10 08:07:00,2,"[[369, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8043,2020-10-22 16:37:00,2,"[[379, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_7754,2020-02-15 12:50:00,1,"[[2, 242, 4], [2, 243, 4], [271, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10270,2020-05-22 21:27:00,2,"[[389, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8553,2020-06-07 03:06:00,2,"[[377, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_11020,2020-03-09 08:31:00,1,"[[271, 36, 4], [5, 36, 4], [733, 125, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_13278,2020-01-31 10:26:00,3,"[[2, 243, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8439,2020-05-20 07:16:00,1,"[[271, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10941,2020-10-25 23:51:00,2,"[[377, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_7977,2020-04-26 01:42:00,2,"[[390, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8101,2020-10-11 05:12:00,2,"[[253, 95, 4], [271, 8, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8953,2020-04-27 22:06:00,2,"[[372, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10141,2020-03-26 12:43:00,2,"[[389, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26384,2020-05-01 10:03:00,0,"[[5, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_10106,2020-05-22 02:20:00,2,"[[374, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26437,2020-01-23 10:51:00,0,"[[271, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_7546,2020-03-19 13:32:00,2,"[[270, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_9570,2020-02-18 12:14:00,2,"[[371, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_8289,2020-01-07 20:57:00,2,"[[375, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_7731,2020-04-20 14:49:00,2,"[[377, 23, 4]]",33,"[[0, 0, 0]]","[0, 0]"
SERVER_26512,2020-06-14 21:07:00,0,"[[271, 36, 4], [5, 36, 4]]",33,"[[0, 0, 0]]","[0, 0]"
