,label,feature_less,feature_more
2087,[3],"[[ 1.2105203  -0.6157274   3.9435446   0.90415096 -0.9731144   0.0809669
   0.69501203 -0.08097199  1.098903    0.18979037]]","[[-0.12263748 -0.88652885 -0.24665023  0.85739034 -0.7247749   0.15956208
   1.4919246   1.2860856   0.6844843   0.5573048  -0.34186846  0.9189644
   0.3337783  -0.05054559 -2.3237064   0.47378632  2.001267   -2.0032215
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  1.6798097  -0.9381466   0.20665598 -0.41783446
  -0.51925784  0.8650797   0.5467142   1.3523136   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2088,[0],"[[ 2.8359625  -1.3137547  -1.8999379   1.4629942  -1.4705949   0.4280843
  -0.7799314   2.640431    2.0244417  -0.14104173]]","[[-0.27773225 -2.2138095   0.6044699  -0.5609865  -1.7331086  -0.46036306
   0.68297917 -0.23623526 -0.2655627   0.87858015 -1.2582507  -1.6488543
   0.45056885 -0.03453921  1.1603732   0.9187025   0.50434303  0.8730427
  -0.8815958   0.60768384  1.8332067   0.29604036 -0.884341    0.8401377
   1.3416958  -0.39539355  0.7210859   0.59535927 -1.8780284  -1.7199633
  -0.2837687  -1.1352615   0.36188108  1.8375725   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2089,[3],"[[-1.2691749   0.422756    5.3872046   0.06866509 -1.0039027   1.2707213
   1.2463017  -0.94627875  0.9807932  -0.25488016]]","[[ 0.9281105   0.35116148  0.3768198   1.1682028   0.7363688   0.1696341
   0.5811038  -0.448887    0.67197645 -0.03029565  1.2959545   0.44501638
   0.3337783  -0.05054559 -2.3237064   0.4737863   2.001267   -2.0032215
  -0.97180486 -0.39580688  0.45896366  0.23715621 -0.33970237  1.6177306
   0.49699932  0.29359955 -0.2866884  -3.3245552   0.08357132 -0.3941753
   0.66449267  0.9670185  -0.74910784 -0.23308058  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2090,[2],"[[-0.77592313  3.1287003   0.569098    0.32811484 -1.2405506   4.2049756
  -0.94796675  3.280061   -0.44252348 -1.392499  ]]","[[-1.2098119  -0.74272406  0.3968508  -0.10818192 -0.43525812  0.0925029
  -0.8722085  -1.0158411   0.6152063  -1.8067961   0.1376243  -1.5060805
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.91970134 -1.9365863  -1.0300571  -1.7949632
   0.7081795  -0.2934875   0.07949415  0.28409743  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2091,[1],"[[ 3.4006689  -0.66309774 -0.7921888   0.8240622  -0.7898048   0.57076883
  -0.17646587  2.8814776   1.5997493  -0.53660077]]","[[-0.3877178  -2.4187722   0.7136661  -0.66178334 -1.9719044  -0.3238806
   0.7763232  -0.36898077 -0.3162091   0.9727683  -1.3823596  -1.8404269
   0.4459123  -0.5311007   1.7123569   0.6222363   0.5801761  -0.10792588
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  1.3136383   0.49810988  0.4682348  -1.041195
   0.2207352  -2.68665     1.143807   -0.01913997  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2092,[2],"[[-2.2244377   2.882245    0.7278417  -1.2732948  -0.6037193   3.5750744
  -0.8564847   2.9804974  -2.1154385  -0.35142586]]","[[-0.11611405 -0.6519272   1.6356678   0.9431409   0.13720071  0.7456709
   0.8101908  -0.55771846 -3.077415   -2.2261505   0.5547269  -0.64461446
   2.6030452  -0.3354479  -0.65750813 -0.8777309  -2.0406     -0.46620777
  -0.88159585  0.60768384  1.8332068   0.29604036 -0.8843411   0.8401378
   1.3416959  -0.39539355  0.28672928 -0.23370014  0.79903084  1.2422466
   0.7714835  -0.0133016  -0.09655831 -0.4990526   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2093,[2],"[[-1.8309866   2.8202953  -0.17877477 -1.4593446  -0.69718766  2.7332363
  -1.5782545   3.4973133  -0.72334486  0.6532237 ]]","[[ 0.55348575  1.6849504   0.998851   -1.0559261  -0.7363333  -1.4733177
  -0.11473311  0.22775087 -0.51389     0.05713956 -0.09681097 -1.0201204
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.27007747  2.7178774   0.17330831  0.12640676
   1.0609365  -0.9835539  -0.9370693  -0.5967295   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2094,[2],"[[-0.3093465   3.0144684  -0.00871706  0.3282226  -1.1440454   4.245194
  -0.7753819   4.659345   -2.1376495  -1.7039683 ]]","[[-0.58852327 -0.67168754 -0.9354092   0.3146946  -0.5467034   1.8469512
   0.09725451 -1.274837   -1.0354804   0.29735133  0.43824726 -1.5446298
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  1.3136383   0.49810988  0.4682348  -1.041195
   0.2207352  -2.68665     1.143807   -0.01913997  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2095,[1],"[[ 2.924045   -0.69382536 -1.5976269   1.0918893  -1.7165624   0.50969493
  -0.8880184   2.5798416   2.3308756  -0.09193192]]","[[-0.3877178  -2.4187722   0.7136661  -0.66178334 -1.9719044  -0.3238806
   0.7763232  -0.36898077 -0.3162091   0.9727683  -1.3823596  -1.8404269
   0.4459123  -0.5311007   1.7123569   0.6222363   0.5801761  -0.10792588
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.7210859   0.59535927 -1.8780284  -1.7199633
  -0.2837687  -1.1352615   0.36188108  1.8375725   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2096,[2],"[[-0.10154915 -0.53099024 -0.13854831  1.6126511  -1.0489781   2.3118625
  -0.5245881   3.1849713  -0.9126739  -0.6511224 ]]","[[-1.3025247   0.5548272  -0.74031496  0.49962112  0.25928912  0.09402524
   0.90831196 -0.32816896 -0.28369078 -0.07777901 -0.00696549 -0.27803037
   0.869448    1.0931677  -1.4496652  -0.07268302 -1.1381755   0.62810975
  -0.88159597  0.60768396  1.833207    0.2960404  -0.8843411   0.84013784
   1.341696   -0.3953936   0.7210859   0.59535927 -1.8780284  -1.7199633
  -0.2837687  -1.1352615   0.36188108  1.8375725   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2097,[3],"[[-0.58036387 -0.5203954   0.6346055   0.5307863  -0.7571597   1.0538968
  -0.85582393  0.64086103  0.9551948  -0.35557655]]","[[ 1.583661    0.35104495 -0.636614    0.06256896  0.2951699   0.35517788
  -2.311671   -0.5448175   1.0660591   0.5115296  -0.5761913  -0.4541515
  -1.0551362   1.6159289   0.18729094  0.6273255   0.03242803  0.8055189
  -0.88159585  0.60768384  1.8332069   0.29604036 -0.884341    0.8401377
   1.3416958  -0.39539355  0.76801413  0.37490854 -0.28009078 -0.3784084
   2.1410122   0.9523252  -0.59800553  1.013383    0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2098,[3],"[[-1.2288157   0.11143758  4.210926    0.86148226 -0.6790736   1.2811861
   1.0750248  -1.1783886   1.601398   -1.4073334 ]]","[[ 0.64778537 -0.7685679   0.16261491 -1.5340157   0.7324379   0.89426345
  -0.5707659   0.70229393  0.9838002   0.9169117   2.5303676   1.5695997
  -0.51807153  0.08606209 -0.78834814 -1.652306   -0.13369286  1.5142486
  -0.8815959   0.6076839   1.833207    0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358 -0.45707327 -1.4737904  -0.78853714 -0.96852916
   0.32810915 -0.6136219  -0.9337889   2.1097364   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2099,[3],"[[ 0.78234446 -0.5396261   3.0110745   0.8347801   0.0760781  -0.10189207
   0.22274277 -0.7940441   2.3158717   0.8485487 ]]","[[-0.11734378  0.45346043 -0.23160797 -0.03838732  0.8501934   0.4874807
  -0.30854848  0.6155315   0.907776   -0.6508952   0.93668675  1.0841029
  -0.861543   -0.1790595   0.28403386  1.1357841   0.37181512  0.09554085
  -0.95664775 -0.22719803  0.68986714  0.24705008 -0.43121383  1.4870778
   0.6389272   0.17783333 -1.2982203   0.68467396 -0.1849715  -1.8618613
   0.5118908   1.9946312  -1.6964903   1.7900784   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2100,[2],"[[-1.0282886   0.8247211   0.5041304  -0.41899237  0.04877923  1.9048817
   0.30565166  2.4169462  -1.1252289  -0.5112962 ]]","[[ 0.30865136  0.5142658  -0.34062457  0.1768097  -0.96960866  0.45409623
   1.101347   -0.5077912  -0.39747292  1.0892386   0.5593781  -0.8468906
   0.5386846   1.121279   -1.5358031  -0.93982357 -0.7476046  -0.24269083
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358 -0.6388795   0.4741808   1.7593254   0.32990804
  -0.29690167 -0.89647526  0.66832    -0.32882243  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2101,[2],"[[-1.2869291   2.8638477  -0.32010096 -0.2490431  -0.5259241   3.141293
  -1.4032407   3.1190813  -1.1586862  -0.1362074 ]]","[[-0.17816089 -0.03353088 -0.02972971  0.22166762  0.04822933  0.09116656
  -0.2485929  -0.86207354  0.07445137  0.19386652  0.6295914  -0.39722994
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.27007747  2.7178774   0.17330831  0.12640676
   1.0609365  -0.9835539  -0.9370693  -0.5967295   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2102,[2],"[[-1.6195072   1.7551582   2.0510125  -0.39878747 -1.2167536   4.1793118
  -0.9748629   3.2668486  -1.7608714  -1.1428343 ]]","[[-0.03069377 -0.5505746   1.2836702   1.0905887   0.29558095  0.66802
   0.36262894 -0.356673   -2.9176126  -1.9477527   0.5592262  -0.318017
   1.9863214  -0.21043344 -0.790957   -1.0767028  -1.7466463  -0.00313917
  -0.88159597  0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  1.6798946  -1.342442   -0.09238873 -0.5860451
   1.1860714  -1.88758    -1.4881805   0.18140563  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2103,[1],"[[ 2.7537172  -2.04497    -1.0619524   1.7266357   2.4007537  -1.1958828
  -0.73031837  1.4444346   2.6647816   1.8482441 ]]","[[-2.1597564   0.71415764  0.7470755  -0.42816818 -0.0817504  -1.5140162
   1.2885839   1.3439002  -0.10736284  0.3111352  -1.6576396  -0.0406555
  -1.4257468   1.8992989   0.34891516  0.7017572  -0.39856455  0.8772173
  -0.9931571  -0.6333306   0.1336839   0.2232185  -0.21078783  1.8017851
   0.29706186  0.45668244 -1.2982203   0.68467396 -0.1849715  -1.8618613
   0.5118908   1.9946312  -1.6964903   1.7900784   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2104,[2],"[[-2.715267   1.9463853  2.186783  -0.9099884 -2.1256607  4.5439386
  -0.7124787  3.6751738 -2.1565504 -1.0907153]]","[[-0.13557592 -0.6446012   1.7690699   1.0100156   0.01228961  0.7589501
   0.82587624 -0.6623741  -3.4953387  -2.2835393   0.5583349  -0.51412237
   0.63163406  1.1225929  -2.451781   -0.7796142  -1.8041087  -0.9096881
  -0.88159597  0.6076839   1.8332069   0.29604042 -0.8843412   0.8401378
   1.3416959  -0.39539358  1.6798946  -1.342442   -0.09238873 -0.5860451
   1.1860714  -1.88758    -1.4881805   0.18140563  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2105,[2],"[[-1.0463887   3.1457753   1.1222532  -0.16344583 -0.49748647  2.886369
  -0.85350746  2.5352776  -1.3437071  -0.30718887]]","[[-0.19963512 -0.15644082 -1.1908213  -0.56993854  0.6545346   0.61834615
   0.9801733  -0.87769395 -0.30105975 -0.9861694   1.3395188   0.25110465
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.27007747  2.7178774   0.17330831  0.12640676
   1.0609365  -0.9835539  -0.9370693  -0.5967295   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2106,[3],"[[ 0.64165616  0.36084715  3.4347167  -1.196011   -0.10355465 -0.536138
   0.23405753 -0.943242    1.3267636   0.36280647]]","[[-0.07510117 -0.2523159  -1.9174631  -0.5261008   0.704358   -0.30896455
   1.1924412  -0.03926316 -0.5343581  -0.54990244 -1.4514766   0.3367951
  -0.22064131 -2.170295   -0.69438195 -0.64392775 -0.30495036 -1.1668917
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.58064157  0.07427394  0.41906667  1.5826331
  -0.13798775  0.68019605 -0.762658    0.18461846  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2107,[1],"[[ 2.0245771  -1.0365196  -1.7657118   1.7046895   0.5708768   0.14648925
  -1.1495278   2.0105057   0.6002728   0.0912387 ]]","[[-0.88571876 -0.9492631  -0.8376073   0.39749426 -0.13000554 -0.65046096
   0.19844116  0.13613772 -0.25956276  0.43691105 -0.75679827 -1.0782418
   0.8451767   0.8809252  -0.1492616   0.5787212  -0.35546052  1.6532103
  -0.7317787   0.5044149   1.5216742   0.2457317  -0.7340574   0.6973659
   1.1136899  -0.32820094 -0.13752563  0.01172716 -0.5421013  -1.0969661
  -0.25021067  1.7262408   0.06206019  0.9838262   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2108,[0],"[[ 2.6940026 -1.3651974 -1.2966166  1.441223   2.280009  -0.724208
  -1.0535061  1.7842307  2.782444   1.5105497]]","[[-2.3054032   0.74371934  0.82252896 -0.4753606  -0.15365267 -1.6545477
   1.4077243   1.3901241  -0.18462643  0.37449434 -1.8575674  -0.11146387
  -1.4640894   2.0405414   0.35332438  0.6722613  -0.45091856  0.930339
  -0.88159597  0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358 -1.2982203   0.68467396 -0.1849715  -1.8618613
   0.5118908   1.9946312  -1.6964903   1.7900784   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2109,[2],"[[-1.6839688   2.8055239   0.6339687  -0.17245859 -1.2364117   3.607722
  -1.0758753   1.9878979  -1.3242533  -0.84549576]]","[[ 1.0525085e+00  4.4951826e-01  6.0245216e-01 -1.6027963e-04
  -1.4067270e-01  3.2072562e-01 -4.7155923e-01 -1.0871651e+00
   6.9683796e-01  1.3383297e+00  7.5096202e-01  1.9708960e-01
   1.9456985e+00  9.2845410e-01  1.6272004e+00 -1.2731985e+00
  -1.6395118e+00 -2.5890007e+00 -8.8159591e-01  6.0768390e-01
   1.8332069e+00  2.9604039e-01 -8.8434112e-01  8.4013778e-01
   1.3416959e+00 -3.9539358e-01  1.6798097e+00 -9.3814659e-01
   2.0665598e-01 -4.1783446e-01 -5.1925784e-01  8.6507970e-01
   5.4671419e-01  1.3523136e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
2110,[2],"[[-1.3472966   2.402412    0.41643667  0.99365735 -1.2866794   3.837201
  -0.625722    3.2059817  -1.0310497  -1.1196972 ]]","[[-0.45004025  0.48612756 -0.36479434 -0.0782199   0.51719964  1.4442012
  -0.7765927  -0.7851498  -0.00621228  1.050538    0.3517509   0.9136203
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.7210859   0.59535927 -1.8780284  -1.7199633
  -0.2837687  -1.1352615   0.36188108  1.8375725   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2111,[1],"[[ 1.9234675  -0.15225792 -0.42170328  1.0746264   0.9328619   0.70452446
  -0.7216931   2.4142745   0.84109104  0.48847327]]","[[-1.4419012   0.44188792  1.1139352  -0.42800704 -0.3865729  -0.89402956
   1.2282263   0.9351383   0.13929226  0.09521563 -1.0746877  -0.35307124
  -0.4172407   1.6991162   0.74442065  0.07498017 -0.8158319  -0.1501435
  -0.88159585  0.6076839   1.8332068   0.29604036 -0.88434106  0.8401377
   1.3416958  -0.39539355  0.73650324  0.28650376  0.5172001  -2.0137641
  -0.04817929  0.87529033  0.25122708  0.8222673   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2112,[1],"[[ 2.7322493  -0.33554497 -1.8107824   0.82172906 -0.26191503 -0.4852606
  -1.1902874   2.7761714   2.9485388   0.64578146]]","[[-0.3877178  -2.4187722   0.7136661  -0.66178334 -1.9719044  -0.3238806
   0.7763232  -0.36898077 -0.3162091   0.9727683  -1.3823596  -1.8404269
   0.4459123  -0.5311007   1.7123569   0.6222363   0.5801761  -0.10792588
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358 -1.8268087   1.650344   -1.4444892  -1.5140556
   1.4286453   0.8094378  -0.14204037 -0.8991974   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2113,[3],"[[ 1.3391608  -0.93117166  2.0091107   1.1549045  -0.90304077  0.7936225
   0.00450705  0.726995    0.8090722  -0.66487604]]","[[ 1.1100991  -0.07236511 -1.1246178   0.8154465   0.05805036 -0.3082559
   0.6201818  -0.361738    1.1703905  -0.4703437  -0.7862617  -0.28481573
  -0.7384036  -0.06961942  0.24991393  0.68322134 -0.10676426  0.32198778
  -0.88159597  0.60768396  1.833207    0.29604042 -0.8843411   0.84013784
   1.341696   -0.3953936   0.91970134 -1.9365863  -1.0300571  -1.7949632
   0.7081795  -0.2934875   0.07949415  0.28409743  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2114,[1],"[[ 3.2513325  -1.5452473  -1.0022755   1.6840427   1.9429231  -0.5269467
  -0.48656523  2.1663322   1.649004    0.7808407 ]]","[[-2.3054032   0.74371934  0.82252896 -0.4753606  -0.15365267 -1.6545477
   1.4077243   1.3901241  -0.18462643  0.37449434 -1.8575674  -0.11146387
  -1.4640894   2.0405414   0.35332438  0.6722613  -0.45091856  0.930339
  -0.88159597  0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  0.73650324  0.28650376  0.5172001  -2.0137641
  -0.04817929  0.87529033  0.25122708  0.8222673   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2115,[3],"[[ 1.3396746  -0.719676    3.3054156   1.0775998  -0.26100785  0.09536928
   0.78968376 -0.41194266  1.1824317   0.11883988]]","[[-0.11734378  0.45346043 -0.23160797 -0.03838732  0.8501934   0.4874807
  -0.30854848  0.6155315   0.907776   -0.6508952   0.93668675  1.0841029
  -0.861543   -0.1790595   0.28403386  1.1357841   0.37181512  0.09554085
  -0.95664775 -0.22719803  0.68986714  0.24705008 -0.43121383  1.4870778
   0.6389272   0.17783333  0.73650324  0.28650376  0.5172001  -2.0137641
  -0.04817929  0.87529033  0.25122708  0.8222673   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2116,[3],"[[ 0.26184425  0.01058305  2.4876795  -0.01417032 -0.7492094   0.23770027
   0.05784789 -0.31387314  0.9442336  -0.22255388]]","[[-0.03252494  0.14248817 -0.65210456 -0.62942004  0.53616375  0.41691908
   0.31910095  0.2793851   1.0366318  -0.59096    -0.29092705 -0.60966873
  -0.39476457 -0.34690613 -0.7195347  -0.8417623   0.22179052  0.22753349
  -0.88159585  0.6076839   1.8332069   0.2960404  -0.8843411   0.8401377
   1.3416959  -0.39539355  1.3308203   0.07903711 -0.2982077  -0.7924315
  -0.25947046  1.3789757   0.34700885  0.5311605   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2117,[3],"[[ 1.2017022  -1.5605911   5.8946075   0.11852095 -1.4040593  -0.94282013
   2.2455273  -1.2231188   1.692786   -0.5429361 ]]","[[-0.03497728  0.15212122 -1.064589   -1.8132881  -0.20831639 -0.38655812
   0.9990173   0.33452994  0.1842984   0.52783954  1.1746294   1.5968676
  -2.244659   -1.8332309  -1.1586425  -0.62414     0.7965865  -0.50031245
  -0.9766067  -0.44922397  0.38581097  0.23402172 -0.31071055  1.659123
   0.452035    0.3302755   1.3136383   0.49810988  0.4682348  -1.041195
   0.2207352  -2.68665     1.143807   -0.01913997  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2118,[2],"[[-1.2524791   0.27256316  1.9941566   0.69348216 -1.521156    2.8357978
  -0.17318508  2.736666   -0.6065827  -1.0965217 ]]","[[-1.0057544  -0.63722754  0.27244192 -0.21179135 -0.15265262  0.11574957
  -0.52132297 -0.5192253   0.60337555 -1.1978171   0.02950705 -1.1037639
   0.51020753  0.93246204 -1.9640398  -0.59107697 -1.5747079  -0.8235207
  -0.9639459  -0.3083838   0.5786863   0.24228615 -0.38715073  1.5499876
   0.57058835  0.2335752   0.91970134 -1.9365863  -1.0300571  -1.7949632
   0.7081795  -0.2934875   0.07949415  0.28409743  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2119,[2],"[[-1.5095922   4.189377    0.2559263  -0.789057   -1.3938344   4.1694584
  -1.2484794   3.349088   -2.3161085  -0.48603407]]","[[-0.1611139  -0.6794506   1.7987542   1.0025063   0.01981919  0.77993363
   0.8477445  -0.6931588  -3.5409265  -2.3180034   0.5790349  -0.56014496
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  1.5498557  -0.30425906  0.4930786  -0.05337541
   0.94059426 -0.30977637  0.98434347  0.44269615  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2120,[2],"[[-1.1657847  -1.067012    0.26982886 -0.24851608  0.5690505   1.1295059
  -0.35775548  3.7325716  -0.6716346   0.81513625]]","[[-0.38439393  1.4476653   0.7477621  -1.2589633  -0.4550445  -0.15805769
   1.2499142   0.41671753 -0.9559779   0.35648024 -1.6870592   0.29020184
   0.85596204  1.3546576  -2.2658176  -0.40299374 -1.627392    0.22569627
  -0.94511205 -0.0988743   0.8656019   0.25458002 -0.5008608   1.3876412
   0.74694484  0.08972669  0.27007747  2.7178774   0.17330831  0.12640676
   1.0609365  -0.9835539  -0.9370693  -0.5967295   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2121,[0],"[[ 0.7221402  -2.6897945  -2.104176    2.5426445   2.5048091   0.54141694
   1.1387894   2.8452332  -1.6547081  -0.00968341]]","[[-0.53968763  1.3256522  -1.0107493   1.4135524   0.73110026  0.619973
   2.4477768   0.5547459   0.19610795  0.25122473 -1.7288874   0.931223
   1.3901814   1.8264673  -1.6171887   0.5261234  -1.0520221   3.063047
  -0.954148   -0.19939081  0.72794825  0.24868181 -0.44630608  1.4655303
   0.66233414  0.158741    0.56106246  1.2116868  -1.1948555   1.5081252
  -0.40220183 -2.7274585   0.9137243  -0.19866933  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2122,[2],"[[-1.5087783   0.93335277  1.2891653   0.15983945 -2.0747235   3.67547
  -0.1430921   4.259237   -2.4815316  -1.800794  ]]","[[-0.4352109  -0.55453694 -0.9271053   0.2605317  -0.42841688  1.7249223
   0.15573703 -1.162858   -0.96888626  0.23349915  0.5065064  -1.4107063
   0.531147    1.1000458  -2.3387556  -0.7313502  -1.6499498  -0.8304076
  -0.8815959   0.60768396  1.8332071   0.2960404  -0.8843412   0.84013784
   1.3416959  -0.39539358  1.3136383   0.49810988  0.4682348  -1.041195
   0.2207352  -2.68665     1.143807   -0.01913997  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2123,[1],"[[ 3.7170646  -1.0769325  -0.7890107   2.1543632   3.4126656  -0.74918276
  -0.35066062  0.8607001   0.05458307  0.13178888]]","[[-0.5528104   1.3271247  -1.0204694   1.4137082   0.7395779   0.6271355
   2.468819    0.5520247   0.20659617  0.25718677 -1.7383459   0.9242788
  -0.16281813 -0.01805685  2.87439    -0.21460389 -0.7073626   2.1651752
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  1.9962581   0.44938955  0.5469196   0.38190034
   1.0162649   0.6605974   2.1023066  -0.608868    0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2124,[2],"[[-0.5870657   3.7527769   0.73124444  0.35941496  0.04040469  3.387814
  -1.1994989   2.7732823  -2.0432703  -1.1012831 ]]","[[-2.229414    1.090945   -1.0873325   0.24562131  0.7457066  -0.1428444
  -0.1952377  -0.98143756 -0.62894464 -0.7184759   1.8068731  -0.6079449
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  1.9962581   0.44938955  0.5469196   0.38190034
   1.0162649   0.6605974   2.1023066  -0.608868    0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2125,[2],"[[-1.4432333   4.236559   -0.5615461  -0.88882685 -1.6006947   3.813225
  -1.5551782   3.1197762  -2.0067744  -0.08525083]]","[[-0.1611139  -0.6794506   1.7987542   1.0025063   0.01981919  0.77993363
   0.8477445  -0.6931588  -3.5409265  -2.3180034   0.5790349  -0.56014496
   1.9456985   0.9284541   1.6272004  -1.2731985  -1.6395118  -2.5890007
  -0.8815959   0.6076839   1.8332069   0.2960404  -0.8843411   0.8401378
   1.3416959  -0.39539358  1.3308203   0.07903711 -0.2982077  -0.7924315
  -0.25947046  1.3789757   0.34700885  0.5311605   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
