,label,feature_less,feature_more
2737,[0],"[[ 2.1493073   0.09597784  1.6442996  -0.00267846  0.11893612  0.66975194
   1.847662   -0.11297688  0.31392175 -0.28888917]]","[[-0.67119026 -0.14391339  0.928516   -1.5772675   0.55200493  0.16538991
   1.9856586   0.9470422   1.0079943   1.2490717  -0.5834014  -0.92819005
   0.65252835  1.2672132  -0.7078889  -0.02231008 -0.65314806  1.4400156
  -0.8330661   0.5335611   1.7536792   0.17382461 -0.911334    0.9446117
   1.2952563  -0.53641486 -1.2682929  -0.8447609   0.54018474  0.97450924
  -0.6873924  -0.32607076  0.45648798 -0.06786244  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2738,[2],"[[ 2.2788186   4.4309945  -0.9446862   2.0107253   0.24016154  2.4652479
   3.059589   -0.49799973  0.5019716   4.0019383 ]]","[[-0.63059306 -0.8425769   1.9088596   1.0674692  -0.5213262   0.7878787
   0.93668735 -0.79352957 -3.7567198  -2.3336496   0.38929686 -0.66882247
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486 -0.24586311  1.6020095   0.73685324 -1.1604499
  -0.03842597 -0.10137726 -0.06462532  1.7164044   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2739,[2],"[[ 1.1353731   3.3452272  -1.3169897   1.3928039   2.1352081   1.634352
   0.9990001  -1.4198372   0.82947695  2.7805996 ]]","[[-0.1597843  -0.3271507  -0.3314932   0.00975535  0.10441748 -0.01336366
  -0.11254045 -0.7222926   0.33077893  0.29304844  0.6996934  -0.17557538
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.40770972  2.7796607   0.27346     0.04647752
   1.1746277  -1.0431855  -0.798237   -0.65964025  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2740,[2],"[[ 0.5949071  4.1853447 -1.9064343  1.4250377 -0.5671853  2.9212198
   3.4836218 -0.5661983  1.4689476  2.8454988]]","[[-0.6016117  -0.8113176   1.8900462   1.0665555  -0.5188362   0.77519184
   0.9187016  -0.767005   -3.717031   -2.3098364   0.3791774  -0.6332844
   0.2734307   0.7161898  -2.5164843  -0.45282385 -1.3306904  -0.973399
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  1.1412294  -1.1681724  -0.39373744  0.12016572
   0.88887197 -1.1725585  -1.3262047  -0.5070165   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2741,[2],"[[ 1.3588448   4.9269257  -1.0833968   2.3747373   0.20069289  2.6033201
   3.3416538  -0.82489896  0.7962495   4.067864  ]]","[[-0.63059306 -0.8425769   1.9088596   1.0674692  -0.5213262   0.7878787
   0.93668735 -0.79352957 -3.7567198  -2.3336496   0.38929686 -0.66882247
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  1.1412294  -1.1681724  -0.39373744  0.12016572
   0.88887197 -1.1725585  -1.3262047  -0.5070165   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2742,[2],"[[-0.909535   3.6741517 -2.66231    2.1623595  2.0862365  1.8112869
   1.8959152 -1.8936942  0.9380237  3.2577415]]","[[ 2.222197   -0.07364151  1.7103912   0.0901106   0.93959296  0.22145072
  -1.8660016  -1.2737209  -0.42430615 -1.2706409   1.0634257  -0.32835582
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.40770972  2.7796607   0.27346     0.04647752
   1.1746277  -1.0431855  -0.798237   -0.65964025  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2743,[1],"[[ 3.7627168   1.1181414   0.9990026  -0.68509626 -2.0727212   0.75813633
   0.3649492  -0.22659925  0.7526311   0.9628054 ]]","[[-0.7890416  -0.60397446  0.3684409   1.3180866  -1.3937445   0.85098237
   1.2905756   0.5538927  -0.28163308  1.1602873  -0.26806718  0.1135705
   0.700427    1.3361545  -0.8717681   0.45842576 -0.5485719   2.6010377
  -0.736984    0.02386738  0.9689313   0.1346114  -0.5722496   1.1959839
   0.76675355 -0.22160394  0.9579352   0.51874006 -1.3292277  -2.199278
   0.02098217 -1.0850742   0.18486978  1.6834996   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2744,[0],"[[ 1.9195406  -0.6533265   2.1548002   0.25408357  0.6118833   0.02258362
   0.8790364   0.08404762 -0.25540853 -0.38020417]]","[[-2.5520858e-01 -1.0974809e+00 -6.9191031e-02 -3.7574708e-01
  -1.3425782e-01  2.8925562e-01  1.5336251e-01  4.4247497e-02
  -3.1288218e-01  7.9099780e-01 -5.5736411e-01 -3.6184043e-02
  -9.2575043e-01  1.9965842e-03  1.9518389e+00  6.5323299e-01
  -2.0124717e-01  6.3657534e-01 -8.3306611e-01  5.3356117e-01
   1.7536793e+00  1.7382464e-01 -9.1133416e-01  9.4461179e-01
   1.2952564e+00 -5.3641486e-01 -1.3317755e+00  1.8342678e-01
   7.0842403e-01  5.5384827e-01  7.3685223e-01 -1.0372144e+00
   2.1769621e+00  9.4777989e-01  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
2745,[2],"[[-0.909535   3.6741517 -2.66231    2.1623595  2.0862365  1.8112869
   1.8959152 -1.8936942  0.9380237  3.2577415]]","[[ 2.222197   -0.07364151  1.7103912   0.0901106   0.93959296  0.22145072
  -1.8660016  -1.2737209  -0.42430615 -1.2706409   1.0634257  -0.32835582
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.40770972  2.7796607   0.27346     0.04647752
   1.1746277  -1.0431855  -0.798237   -0.65964025  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2746,[2],"[[-0.3622331   3.0525813  -1.9914284   0.18931888  1.354485    1.3698938
   2.9581206  -0.24032001  2.0291414   2.459261  ]]","[[-0.38177142  0.91263926 -0.3714028   1.374692   -1.6917984   1.098449
  -1.2730042  -0.57404965 -0.25134683  0.06166557  0.47263587 -0.68386775
   0.15274613  0.729347   -2.3987713  -0.44443387 -1.2261853  -0.84569013
  -0.8330661   0.5335612   1.7536792   0.17382462 -0.91133416  0.94461185
   1.2952565  -0.53641486  0.0649977  -2.1772203  -1.1602486  -1.0983276
   0.55807257 -0.32746965  0.19263001 -0.5547563   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2747,[2],"[[-0.3622331   3.0525813  -1.9914284   0.18931888  1.354485    1.3698938
   2.9581206  -0.24032001  2.0291414   2.459261  ]]","[[-0.38177142  0.91263926 -0.3714028   1.374692   -1.6917984   1.098449
  -1.2730042  -0.57404965 -0.25134683  0.06166557  0.47263587 -0.68386775
   0.15274613  0.729347   -2.3987713  -0.44443387 -1.2261853  -0.84569013
  -0.8330661   0.5335612   1.7536792   0.17382462 -0.91133416  0.94461185
   1.2952565  -0.53641486  0.0649977  -2.1772203  -1.1602486  -1.0983276
   0.55807257 -0.32746965  0.19263001 -0.5547563   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2748,[3],"[[-0.54487294  0.32403982  0.36669096  0.38706106  2.0206256  -0.4292069
   1.413757   -1.4282002   0.7515352  -0.09780418]]","[[-0.04060128  0.04462736 -0.16412993 -2.0726438  -1.0245531  -0.83364403
   0.9734416   0.04666222  0.23619728  0.7836465   0.53674614  0.9216752
  -0.64363503  0.13961855 -0.0050376  -0.7561168   0.8754393  -1.0744984
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  1.1412294  -1.1681724  -0.39373744  0.12016572
   0.88887197 -1.1725585  -1.3262047  -0.5070165   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2749,[3],"[[-0.5632828   0.9406216  -1.2019144   0.30740386  0.2536437   0.63854045
   2.4162798  -0.35390297  0.8534015   0.6600621 ]]","[[ 0.0965158  -0.67515874  1.0875435   1.5874975   0.32199502  0.8747026
   0.19293055 -0.2788128  -0.82659304  0.06328356 -0.4352945  -0.93376184
   0.80491734  0.6941788  -1.6354091   0.18502387  1.2217467  -1.808918
  -0.6998706  -0.17301092  0.66580844  0.11946458 -0.44127214  1.2930807
   0.5626099  -0.1000026  -0.38404125 -2.717745    0.07121618 -0.15024465
   0.02843747  1.2734587  -0.44401443  0.41168287  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2750,[2],"[[ 0.36671367  2.5115924  -1.0509533   1.8656073   3.163886    1.2782524
   2.6447194  -0.3734734   0.8734468   2.363569  ]]","[[ 0.7067347   1.0481669   0.26805308 -0.32280907 -0.15269576 -0.5579746
  -0.2227825  -0.31172726 -0.3026761   0.29998818  1.0098042   0.8452311
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486 -1.3317755   0.18342678  0.70842403  0.55384827
   0.7368522  -1.0372144   2.1769621   0.9477799   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2751,[3],"[[-0.62794906  0.78323364 -1.7028025   0.3035711   1.2711624   0.25763392
   2.3671036  -1.2434611   0.7905072   0.26933357]]","[[ 1.2141062  -1.76509     0.637546    0.2525889   0.90703934  0.9550182
  -0.848349    1.3139876  -0.99661326 -0.6381768  -0.00357768 -1.2972233
   0.80491734  0.6941789  -1.6354091   0.18502389  1.2217467  -1.808918
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  1.3635993  -0.7524981   0.27343065 -0.24986777
  -0.8439396   1.0037386   0.44737893  1.0396774   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2752,[2],"[[ 1.3187091  3.297661  -1.2417914  1.4788886  1.973029   0.6031183
   1.8078605 -1.2879927  1.0101304  3.335099 ]]","[[-0.1597843  -0.3271507  -0.3314932   0.00975535  0.10441748 -0.01336366
  -0.11254045 -0.7222926   0.33077893  0.29304844  0.6996934  -0.17557538
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.9579352   0.51874006 -1.3292277  -2.199278
   0.02098217 -1.0850742   0.18486978  1.6834996   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2753,[2],"[[ 0.50704473  3.6151423  -1.7830102   1.8040949   1.8719808   1.2136081
   1.7411814  -1.1028155   1.1778775   3.7571616 ]]","[[ 0.4985707  -0.9882851   0.17759179  0.26380795 -1.0643181   0.45908973
  -0.8452029  -2.2490296   0.3785109   0.48575908  0.179505    1.1606327
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.9579352   0.51874006 -1.3292277  -2.199278
   0.02098217 -1.0850742   0.18486978  1.6834996   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2754,[2],"[[ 0.66501063  3.5894396  -1.8058438   1.3209163  -0.22637773  3.1135
   3.5049722  -0.13822694  1.0565755   2.4183464 ]]","[[-0.61479586 -0.85247993  1.8479526   1.0315781  -0.48936352  0.7506082
   0.93285227 -0.7393818  -3.5499322  -2.2753258   0.35703036 -0.71610826
   0.27231416  0.6770385  -2.4434972  -0.45439678 -1.2776635  -0.9586164
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.36551487 -0.10355464  0.44613266  0.90444076
   0.8176266   0.11712248  0.20982397 -0.50735664  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2755,[3],"[[-0.5599292  -0.18274048  0.05987692 -0.29374534  1.3861352  -0.68655837
   1.1758939  -1.1160707   0.31155545 -0.40195924]]","[[ 0.47173595  0.8968821   0.04751147 -0.6621109   0.15075245 -0.9547479
  -0.80584    -0.11436172  0.36515772 -0.66098064 -0.05069965 -0.4722436
  -0.2517537  -0.9384751   0.23158796  0.15112208  0.23714486 -0.20859505
  -0.8330662   0.5335612   1.7536795   0.17382464 -0.91133416  0.9446118
   1.2952565  -0.53641486 -0.65088964  1.6597266   0.6438519  -0.7848384
   1.3224118   0.37433204 -0.02402601  0.02988604  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2756,[2],"[[ 1.1110457   3.6361737  -1.0410326   1.311535    0.6570882   1.315785
   2.7060993  -0.28017285  0.678377    3.4703526 ]]","[[ 0.11371331 -0.70037985  2.0700336   1.4285889  -0.97734284  1.390583
  -0.13983934  0.92000353 -0.13996658 -1.9947355  -0.983667    1.0184107
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.9579352   0.51874006 -1.3292277  -2.199278
   0.02098217 -1.0850742   0.18486978  1.6834996   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2757,[2],"[[ 1.3081052   2.702784   -1.3006761  -0.07927932  0.94425297  1.345716
   2.2702956  -0.41196993  1.3168585   2.2226055 ]]","[[-0.94948256 -0.6716492  -1.2641675   0.3138677  -0.23810162  1.7210252
   0.24390787 -0.9673813  -0.76558715  0.40362203  0.28354716 -1.1124942
   0.22136007  0.68157977 -2.3621802  -0.44235697 -1.2057811  -0.91846657
  -0.83306605  0.53356117  1.7536792   0.17382462 -0.9113341   0.9446117
   1.2952563  -0.53641486  0.29921845  0.10136075 -0.7550871  -1.4939771
  -0.25080618  1.7032973   0.49210444  1.485461    0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2758,[2],"[[ 0.6052865  3.7243342 -1.1291064  1.8953809  2.3992403  1.4833939
   1.7993134 -1.5003083  1.0139388  3.4258056]]","[[-1.0486993e-01 -2.8336162e-04 -6.7278795e-02 -1.7368829e+00
   4.2303699e-01  3.4621012e-01 -3.4282038e-01 -1.4493942e+00
  -4.0965435e-01 -6.0101533e-01  1.7269800e+00  6.5237123e-01
   2.0021391e+00  9.3520820e-01  1.3683447e+00 -1.4140325e+00
  -1.5529788e+00 -2.7215705e+00 -8.3306611e-01  5.3356117e-01
   1.7536793e+00  1.7382462e-01 -9.1133410e-01  9.4461179e-01
   1.2952564e+00 -5.3641486e-01  4.8269236e-01  1.5128133e+00
  -1.4077207e+00 -2.5560930e-01 -1.3002063e+00 -2.0821638e+00
  -3.4933716e-01  8.3224428e-01  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
2759,[1],"[[ 2.0620408   0.0152984   1.0346303  -0.15773126  0.2783816  -0.45514083
   0.53810704 -0.8626365   0.08509883  0.06001804]]","[[-0.5593504  -0.9548671  -0.43874097 -0.09538683  0.2204273  -0.5455057
   0.37979698  0.55219215  0.63500595 -0.35055238 -0.23054151 -0.6987432
  -0.636017    0.6410311   0.53897     0.1139356  -0.33328468  0.32042497
  -0.83306617  0.5335612   1.7536793   0.17382462 -0.91133416  0.94461185
   1.2952565  -0.5364149  -0.24586311  1.6020095   0.73685324 -1.1604499
  -0.03842597 -0.10137726 -0.06462532  1.7164044   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2760,[3],"[[-1.0666311   0.40758923  0.43982092  0.00412403  0.39203885 -0.895585
   2.2826748  -0.39558542  0.44780707  0.6574957 ]]","[[ 0.622308    0.08201627  0.10775775  0.08862635  0.3033259   1.1969459
   0.19671312 -0.58468795  3.0765564  -0.66564465 -0.6699571  -1.0721753
   0.8709401  -1.5200316   0.94317305  0.52985185 -0.66578895 -0.21554357
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.0649977  -2.1772203  -1.1602486  -1.0983276
   0.55807257 -0.32746965  0.19263001 -0.5547563   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2761,[1],"[[ 3.0012107  -0.04689249  1.8699712  -0.0118847  -0.40123832 -0.88560694
   0.2220521  -0.87902844  0.03704062  0.15485713]]","[[ 0.1528888  -0.4693271  -0.41457126  0.44541776  0.35301763 -0.9783864
   1.1464111   1.1965632  -0.25304303  0.10885379 -0.17907485 -0.05478457
  -0.97937715  1.0689331   1.4454798   0.58295786 -0.15093914  0.48543343
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.9579352   0.51874006 -1.3292277  -2.199278
   0.02098217 -1.0850742   0.18486978  1.6834996   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2762,[3],"[[ 1.214169    0.13142881  0.52264655 -0.02111292  0.24670729 -0.46744043
   1.2512356  -0.88092333  0.04841608  0.04578204]]","[[-0.3481069  -0.8568916   0.5345371  -0.3819944   0.84082353 -0.4579587
   0.3645199   0.51012856  1.7906337  -0.43560344 -0.92049277 -1.2584256
   0.12038268 -0.23260678  0.21716544 -0.0181196  -0.9081891   0.20828967
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.91133416  0.9446118
   1.2952564  -0.53641486 -0.24586311  1.6020095   0.73685324 -1.1604499
  -0.03842597 -0.10137726 -0.06462532  1.7164044   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2763,[3],"[[ 1.009176   -0.49753904  0.67842954 -0.6388473   1.4405495  -1.2658293
   0.5869812  -0.93171877  0.77127635 -0.30788732]]","[[-0.8980578   0.26731098 -1.0610735   0.34476957 -0.7132282  -0.9576795
   0.12623984  0.62593085  0.32283142  0.6898006   0.67918205  0.8178252
  -0.87121964  0.40001896 -0.20702867 -0.5857603   1.2243605  -0.3118554
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.91133416  0.9446118
   1.2952564  -0.53641486  0.69295734  0.15648818  0.42115587 -1.8339952
  -0.26211968  0.7509613   0.08853526  0.8186538   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2764,[2],"[[ 2.3488743   4.051556   -0.95016396  1.5032493   1.8443583   2.2109761
   1.7806469  -0.4674616   0.9980754   3.6525261 ]]","[[-1.1452905  -0.8129798  -1.3581868   0.36597672 -0.26624188  1.8704382
   0.22796865 -1.0348247  -0.8329509   0.4084159   0.25013846 -1.2207744
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.86745906  0.53595805  0.21541898 -0.70573455
  -0.07429618 -2.715571    1.0806997  -0.12380302  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2765,[2],"[[ 1.68397     1.8314586  -0.9747031   0.21522154  0.41076028  0.39528114
   1.1310955  -1.7148039   0.7021313   1.4612622 ]]","[[ 0.22992298 -0.40094924  0.06103381 -1.5654583   0.4504521  -0.49671105
  -1.6281942  -0.05239036 -0.6046984  -0.22989899 -0.1971479  -1.8723807
   1.3339176   1.5284765  -0.80533737 -0.22066627 -1.1528602   1.3817935
  -0.79733175  0.34399864  1.4618201   0.15924065 -0.7852236   1.0381007
   1.0986985  -0.4193321   0.9579352   0.51874006 -1.3292277  -2.199278
   0.02098217 -1.0850742   0.18486978  1.6834996   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2766,[3],"[[-0.91114265  0.2644714   0.11088265 -0.10184963  1.5238658  -0.78935194
   1.5366467  -1.8321669   0.6750675  -0.46418843]]","[[ 0.41220966 -0.06778303  0.09129757 -1.1083647  -0.20715626 -0.928164
  -0.52335984  0.5784617  -0.19678742  0.3923139   0.31217438 -0.4359529
  -0.6041     -0.74579877 -0.30261323 -0.12290697  0.11684791 -0.83771825
  -0.8330661   0.53356117  1.7536794   0.17382462 -0.9113341   0.9446117
   1.2952564  -0.53641486  0.7403774  -0.30718997 -0.06912415  0.0035795
  -0.8357359   0.758838   -2.3311708  -0.06332647  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2767,[1],"[[ 3.5690498  -0.03105026  2.5843832  -0.10434298 -0.3395016  -0.6846398
   0.42368087 -0.42887738 -0.00491732  0.02768568]]","[[-1.6193924   1.3360554   0.88332933 -0.15260509  1.0520582  -1.2170004
   1.3177159   1.0166866  -0.26519015 -0.28712016 -0.67620087  0.09942833
  -1.6885669   2.3231316   0.5992836   0.65959215 -0.729008    1.0226396
  -0.8330661   0.53356117  1.7536793   0.17382461 -0.9113341   0.9446117
   1.2952564  -0.53641486  0.69295734  0.15648818  0.42115587 -1.8339952
  -0.26211968  0.7509613   0.08853526  0.8186538   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2768,[2],"[[ 0.90592486  3.1484807  -0.72880745  1.6302289   1.102536    2.0222836
   3.3611996   0.6368756   0.569742    3.0212557 ]]","[[ 0.11371331 -0.70037985  2.0700336   1.4285889  -0.97734284  1.390583
  -0.13983934  0.92000353 -0.13996658 -1.9947355  -0.983667    1.0184107
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486 -1.3285922  -0.13892329 -0.3564984  -0.22891986
  -0.7087702  -2.0238566   1.66157     1.4384288   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2769,[2],"[[ 0.9730101   2.3563552  -0.00819081  0.7266271   1.4919358   1.4207968
   1.9672967  -0.5117564   0.8650369   1.9500078 ]]","[[-0.9472418  -0.32530102 -0.46389538  0.06219903 -0.27335557  0.9747486
   0.39944187 -0.7358842  -0.4923743   0.7547916   0.30461216 -0.8546989
   0.9021828   0.7091093   0.732193   -1.0859127  -0.5022317  -1.5025706
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486 -1.1342007  -0.83464885 -0.55209404  0.9872875
   1.4685187  -0.50020844 -0.5975183  -1.3047105   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2770,[1],"[[ 2.8925905  -0.37209934  1.9595577  -0.314344   -0.8444909  -0.8582233
   0.15238184 -0.9052796  -0.01086679 -0.17628932]]","[[-0.05589159 -1.0161757  -0.22137055  0.06361178  0.05939758 -0.47656655
   0.9439053   0.73409927 -0.21045476  0.43326628 -0.5706966  -0.44044808
  -0.64121974  0.6340822   1.1963506   0.8918753   0.34521633  1.2104895
  -0.83306617  0.53356117  1.7536793   0.17382461 -0.91133416  0.9446118
   1.2952564  -0.53641486  0.9579352   0.51874006 -1.3292277  -2.199278
   0.02098217 -1.0850742   0.18486978  1.6834996   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2771,[3],"[[-0.52802545  0.06307182  0.51024795 -0.11957473  2.00078    -1.044059
   2.090791   -0.92184466  0.36160785 -0.01483535]]","[[-0.04060128  0.04462736 -0.16412993 -2.0726438  -1.0245531  -0.83364403
   0.9734416   0.04666222  0.23619728  0.7836465   0.53674614  0.9216752
  -0.25866085 -1.8174552  -0.06468552 -0.41244736 -0.5893292  -0.9909213
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.29921845  0.10136075 -0.7550871  -1.4939771
  -0.25080618  1.7032973   0.49210444  1.485461    0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2772,[1],"[[ 2.73023    -1.1177363   3.1214368  -0.46042776 -1.1661167  -0.44055134
  -0.8007312   0.2824853  -1.2793832  -0.7994799 ]]","[[-3.2155687e-01  8.6742383e-01 -3.8993970e-01  1.3721308e+00
   1.6190320e-01  7.1129358e-01  1.4949737e+00  6.4470547e-01
   1.2928233e-02  2.5349253e-01 -5.2759349e-01  8.5017216e-01
  -7.9425460e-01 -2.1712522e-01  3.1250319e+00  2.4591509e-01
  -3.3038321e-01  1.6161124e+00 -5.7522100e-01 -8.3424860e-01
  -3.5226339e-01  6.8592347e-02 -1.3698526e-03  1.6191914e+00
  -1.2302906e-01  3.0840895e-01  1.9231244e+00  5.4201144e-01
   3.8979837e-01  6.0989070e-01  4.8413551e-01  4.5689267e-01
   2.1156609e+00 -5.4875678e-01  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
2773,[2],"[[ 1.341578   3.5339441 -0.8757484  0.9457026  2.6620011  1.7749175
   0.5955913 -1.1242912  1.1457285  2.8296835]]","[[-0.6235756   0.1769073  -0.6917642  -0.1842478   0.4005527   1.4514335
  -0.8455042  -0.70660186  0.11237223  1.120852    0.3450736   1.0691115
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  0.40770972  2.7796607   0.27346     0.04647752
   1.1746277  -1.0431855  -0.798237   -0.65964025  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2774,[2],"[[ 1.3588448   4.9269257  -1.0833968   2.3747373   0.20069289  2.6033201
   3.3416538  -0.82489896  0.7962495   4.067864  ]]","[[-0.63059306 -0.8425769   1.9088596   1.0674692  -0.5213262   0.7878787
   0.93668735 -0.79352957 -3.7567198  -2.3336496   0.38929686 -0.66882247
   2.002139    0.9352082   1.3683447  -1.4140325  -1.5529788  -2.7215705
  -0.8330661   0.53356117  1.7536793   0.17382462 -0.9113341   0.9446118
   1.2952564  -0.53641486  1.1412294  -1.1681724  -0.39373744  0.12016572
   0.88887197 -1.1725585  -1.3262047  -0.5070165   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
