,label,feature_less,feature_more
2107,[1],"[[-0.4098844   0.8985969   2.5071373  -0.3485391  -0.50014955  0.06613886
   1.9164315   1.3136855   1.4563197  -1.6222044 ]]","[[ 0.6115084   0.13942689  0.6490961   0.16980511 -0.659585   -0.74671197
   0.330714   -0.41075847  0.3655527   0.12275845 -0.6324449  -0.7393774
   0.1450949  -0.8147489  -0.03164413 -0.3854076   0.00952086  0.36979365
   0.38331687  0.0892965  -0.6341702   0.32910618  0.02053277 -0.21580468
  -0.16079214  0.72270536  0.01895417  0.29253447 -0.8720594  -1.1732844
  -0.43226683  1.64208     0.9232751   1.2985256   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2108,[0],"[[-0.7636754   2.54196     2.0692785  -1.1457756  -0.66091985 -0.9953244
   2.7383022  -0.27825946  2.164413   -1.367842  ]]","[[ 0.6213791   0.42854935  0.8209096   0.4375319  -0.737929   -0.7526831
   0.6109123  -0.05302157 -0.8233781   0.42791098 -0.66248256 -0.40814883
   0.7022623  -0.647622    0.34173876  0.14353152 -0.12471775  0.3042585
  -0.05433558 -0.41084033 -0.35517865 -0.32869223  0.37596256 -0.13745742
   0.16927703  0.5493082  -1.1585084   0.6374751  -0.19238639 -1.7538416
   0.57095766  1.8937587  -1.7492479   2.046338    0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2109,[2],"[[ 2.090105   -2.406908    2.3857183   1.6143634   2.3807259   1.6247995
  -0.33599654  3.3332632  -2.0676324   0.06857389]]","[[ 0.00305204  0.2723097  -0.56388617  0.6971846   0.74931145  0.7027429
  -0.47063315 -0.73221755 -0.7142636  -0.7186726   0.01007461 -0.6818204
  -0.7060403  -0.39010906 -0.6271988  -0.532832    0.7433797   0.4918876
  -0.08432768  0.6758265  -0.7054856   0.66048574  0.61733943 -0.43317774
   0.5140288   0.21633896  1.4974536  -1.2430673   0.42913038 -0.49070442
  -0.25707588  0.5699853   0.03660671  1.218803    0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2110,[2],"[[ 1.99442   -2.7620902  2.7099562  2.2847683  2.3534892  1.5525539
  -0.302003   3.203221  -2.6222274 -0.6257154]]","[[ 0.00426891  0.15988263 -0.723266    0.7232723   0.7492221   0.72877437
  -0.39827648 -0.7432508  -0.71705425 -0.7295593   0.04208625 -0.71676725
  -0.6189219  -0.52997506 -0.3341594  -0.5266721   0.7374339   0.295116
  -0.10043124  0.6425488  -0.7126148   0.53304005  0.65761316 -0.23089834
   0.4970247   0.13286468  0.8286672   0.621858   -1.5033605  -1.6773194
  -0.29756784 -0.9175728   0.23787883  1.6603314   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2111,[1],"[[ 1.3007296  -0.4483823   2.907611    0.6767228   0.84707534  0.85769165
   1.8225365   2.0575218   0.23752576 -1.463954  ]]","[[ 0.527745    0.46120137  0.12933187  0.18080609  0.4966543   0.18913436
  -0.45077538 -0.566435   -0.8818215  -0.64879835 -0.427866   -0.3138482
   0.15609388 -0.78957224  0.29868412 -0.06288686  0.18519092  0.5684856
  -0.07882503 -0.05496973 -0.5453316  -0.18723139  0.54460186 -0.43961802
   0.42219827  0.53367573  1.0594581  -0.03983967  0.38511288 -2.0776174
   0.1995977   0.6608591  -0.12634248  1.0996432   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2112,[1],"[[-1.2600749  1.7841923  1.3258294 -1.0967736 -0.9744839 -1.4247262
   2.7582474 -0.5998053  1.4776616 -1.5667791]]","[[ 0.05007908  0.70022005 -0.00752863 -0.55524385 -0.53072685 -0.01463567
   0.4422495   0.10041281 -0.6767939   0.23197342 -0.6434446   0.01137657
   0.72533685 -0.7042338  -0.6315062   0.09085407 -0.05046475 -0.47095892
  -0.18719552 -0.5385265   0.1334475   0.01424855 -0.46095818 -0.7356491
  -0.54974556  0.7159364  -1.7761745   1.5185891  -1.5932186  -1.5622321
   1.5058243   0.15666391 -0.60175854 -1.0228902   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2113,[3],"[[ 0.43210936  0.92872727  1.3379029  -0.09311821  1.4316779  -0.70874846
   0.6961462   0.48507786  0.0069771   0.21487108]]","[[-0.55781597 -0.20200229  0.5677452   0.3654492  -0.34965914 -0.59332854
   0.64575404 -0.08638239  0.28362554  0.2607722  -0.41283548 -0.36033472
   0.36124423 -0.06866223  0.24262825  0.35369858 -0.2109804   0.15444906
   0.08751643 -0.46439707 -0.65261185  0.02334894  0.6855312  -0.15123825
   0.19466773  0.05096634  0.5323194  -2.0372784  -1.2383901  -1.8356155
   0.81200427 -0.52643275 -0.5163972  -0.20555952  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2114,[1],"[[-0.28446245  2.229568    2.450375   -1.0755666  -0.7901685  -0.7498622
   2.9488313   0.17509505  2.7165318  -0.78188765]]","[[ 0.6213791   0.42854935  0.8209096   0.4375319  -0.737929   -0.7526831
   0.6109123  -0.05302157 -0.8233781   0.42791098 -0.66248256 -0.40814883
   0.7022623  -0.647622    0.34173876  0.14353152 -0.12471775  0.3042585
  -0.05433558 -0.41084033 -0.35517865 -0.32869223  0.37596256 -0.13745742
   0.16927703  0.5493082   1.0594581  -0.03983967  0.38511288 -2.0776174
   0.1995977   0.6608591  -0.12634248  1.0996432   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2115,[3],"[[-0.36782277  1.1056311  -0.0353395  -0.19402187  0.51197296 -0.42838755
  -0.22667919 -0.10627756  0.9273995   2.2763972 ]]","[[ 0.5240452  -0.11551934 -0.81201553  0.02619962 -0.44237262 -0.37559766
   0.47091645  0.65814066 -0.77331805  0.4764571   0.62953174 -0.17637654
  -0.20716435 -0.1692757  -0.2474961   0.43509975  0.09660889  0.3412143
  -0.3878106   0.33459264 -0.21463564 -0.02215533 -0.35512662 -0.2681313
   0.208343    0.35381338  1.0594581  -0.03983967  0.38511288 -2.0776174
   0.1995977   0.6608591  -0.12634248  1.0996432   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2116,[3],"[[-0.26275754  0.67270327 -0.30677482 -0.43863878 -0.16555229  0.6034237
   0.7085375  -0.6706707   1.0937331   1.0151649 ]]","[[ 0.2897959  -0.17226042 -0.7671745  -0.13266733 -0.6824882  -0.58252203
   0.92755914 -0.71256113 -0.82791543  0.8827646  -0.02041879 -0.41734952
  -0.49860156 -0.30443677  0.15410323  0.5576869  -0.0134499  -0.13688603
  -0.74640083 -0.3051306   0.42569953 -0.01605911  0.6416934  -0.3075454
   0.26111943 -0.24986239  1.3162842   0.3751427  -0.27670097 -0.8474867
  -0.68869436  1.4735979   0.69071496  0.37051705  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2117,[3],"[[-0.45287436  1.0062753  -0.44355926 -0.01513907 -0.4064277  -0.33185008
   0.2888359  -1.3336219   0.7084531   3.3368993 ]]","[[-0.04906452 -0.13925657 -0.6074497   0.1979442  -0.6612838   0.16216847
   0.7640774   0.45740363 -0.46688387  0.69166327  0.42794937  0.12007284
   0.33100495 -0.0928813  -0.04393221  0.5709509  -0.06643266 -0.14552908
  -0.57395136  0.36586556  0.29276538 -0.34698498 -0.20189536 -0.05257153
  -0.3309556  -0.7356891   1.077699    0.68425417  0.22680673 -0.6940173
   0.27924576 -2.830672    1.0972128  -0.01823738  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2118,[2],"[[ 2.2177496  -1.2518206   2.0947452   1.7984076   3.1716812   1.0721292
   0.02242539  2.1811028  -1.9057254  -0.03668091]]","[[-0.32610416 -0.63285476  0.16525275  0.39546916  0.52337337  0.19871223
  -0.38293964 -0.6325498   0.66280085 -0.36020488 -0.11521003 -0.653107
   0.2965208  -0.64470863  0.61451757 -0.02134702  0.36379611  0.10050444
  -0.02083729  0.0553217  -0.90377724  0.35024008  0.80238026 -0.2195149
   0.5183747  -0.20744044  0.5323194  -2.0372784  -1.2383901  -1.8356155
   0.81200427 -0.52643275 -0.5163972  -0.20555952  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2119,[2],"[[ 2.9881754  -2.298309    2.5051155   2.199532    2.364823    2.8461292
   0.34963232  2.9735286  -2.4357417   0.34422895]]","[[-0.28901502  0.69631857 -0.6331391   0.75861526  0.7374362   0.7541491
  -0.63872766 -0.6924443  -0.75849015 -0.75271475 -0.0231442  -0.715526
  -0.71491694 -0.7111005   0.6692306  -0.65775764  0.29497296  0.34885794
  -0.22722797  0.65952754 -0.70532995  0.50585544  0.71231306 -0.33755606
   0.6556251   0.01113991  1.355426   -0.44863847  0.544181    0.0031102
   0.9215543  -1.1874309   0.68157876  0.38710654  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2120,[2],"[[ 2.0273187  -0.9126159   2.2290864   1.8459044   0.6984056   1.1873641
   1.4550169   1.3081579  -0.9322699  -0.61127794]]","[[ 0.27096626 -0.09909448  0.15811822  0.06585138  0.3165268   0.20791113
  -0.47953534 -0.54472864  0.61888665 -0.5268633  -0.25561905 -0.83433473
   0.10889474 -0.6982287   0.5179097  -0.7188546   0.29680285  0.47113365
   0.44050708  0.7844474  -0.6304702  -0.14896151  0.252963    0.39295068
  -0.16386345 -0.00610489  0.23673305  2.8699453   0.29506972  0.10788308
   0.917746   -0.8129996  -0.7776107  -0.72470194  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2121,[0],"[[ 0.32832575  1.390312    2.656127   -0.0988476  -0.94312924  1.0176076
   2.8459167   0.945167    1.2568567  -1.3131707 ]]","[[ 0.81704825  0.02173081  0.7627493  -0.0298819  -0.7445297  -0.6900177
   0.32747242 -0.32553098  0.41719794  0.09549293 -0.6908594  -0.7940138
   0.21567628 -0.67258006  0.26677623 -0.5053751   0.01027816  0.26706898
   0.14956988  0.67250377 -0.707946   -0.62157017  0.5185393   0.00436551
  -0.01042588  0.57340574  0.6648002   1.1668183  -1.5431128   1.412069
  -0.49507317 -2.3190286   1.0466586  -0.04532467  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2122,[2],"[[ 2.7523751 -2.4010668  2.0377214  2.9569948  2.5664837  2.206173
   0.1718357  2.067388  -2.3461812  0.7425221]]","[[-0.19344996 -0.5117274  -0.69519323  0.63264465  0.69292307  0.6942027
  -0.58207744 -0.6825435   0.43581453 -0.6926548  -0.2728772  -0.64858025
  -0.22067142 -0.6066521   0.71603864 -0.32852897  0.15826862 -0.11468194
  -0.5051029   0.88108313 -0.92120427 -0.50001276  0.9095934  -0.7298235
   0.5416085  -0.5824645   1.077699    0.68425417  0.22680673 -0.6940173
   0.27924576 -2.830672    1.0972128  -0.01823738  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2123,[1],"[[-0.09827866  1.7288167   2.2908602  -1.170994   -1.2617362  -0.0891746
   2.779415    0.18171713  2.5683403  -0.0636704 ]]","[[ 0.71184814  0.13152504  0.7304174   0.10739196 -0.54606956 -0.6061475
   0.5033135   0.30196306 -0.73238486  0.06809223 -0.7069374   0.10414637
   0.6767569  -0.5967107   0.13902512  0.07439686 -0.014004   -0.50774086
  -0.01419582 -0.08869506 -0.45919234 -0.14051016  0.12361297 -0.00271513
   0.0958093   0.5329355   2.2819092   0.36740732  0.23937394  0.00924937
   1.0668421   0.01241795  1.4059175  -0.22282122  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2124,[2],"[[ 2.7942283  -2.3526397   2.504744    1.778971    1.8231711   2.934559
   0.8292026   2.3666253  -1.9186615   0.30061606]]","[[ 0.14400128  0.41231638 -0.755203    0.7545182   0.75164837  0.74727607
  -0.31650895 -0.7373928  -0.74577147 -0.72628057 -0.0117675  -0.7312087
  -0.3020145  -0.5675945   0.62171173 -0.5850051   0.69898456  0.02819518
  -0.14158273  0.66138095 -0.71689945  0.48467684  0.6171858   0.26593393
   0.3327366  -0.21498796  2.2819092   0.36740732  0.23937394  0.00924937
   1.0668421   0.01241795  1.4059175  -0.22282122  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2125,[2],"[[ 2.5864193  -2.2287855   1.794855    1.8242579   2.2193527   3.0945022
   0.14456332  2.7335584  -2.2618473  -1.0739914 ]]","[[-0.28901502  0.69631857 -0.6331391   0.75861526  0.7374362   0.7541491
  -0.63872766 -0.6924443  -0.75849015 -0.75271475 -0.0231442  -0.715526
  -0.71491694 -0.7111005   0.6692306  -0.65775764  0.29497296  0.34885794
  -0.22722797  0.65952754 -0.70532995  0.50585544  0.71231306 -0.33755606
   0.6556251   0.01113991  1.3162842   0.3751427  -0.27670097 -0.8474867
  -0.68869436  1.4735979   0.69071496  0.37051705  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2126,[2],"[[ 2.4599488  -2.3237398   2.101011    2.4336195   1.9582254   2.5340033
   0.14074384  2.479026   -2.4696705  -0.75980973]]","[[-0.28901502  0.69631857 -0.6331391   0.75861526  0.7374362   0.7541491
  -0.63872766 -0.6924443  -0.75849015 -0.75271475 -0.0231442  -0.715526
  -0.71491694 -0.7111005   0.6692306  -0.65775764  0.29497296  0.34885794
  -0.22722797  0.65952754 -0.70532995  0.50585544  0.71231306 -0.33755606
   0.6556251   0.01113991 -0.37999675  1.5896502   0.50987    -0.9992328
  -0.02367793  0.0928376  -0.09612544  1.2931453   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2127,[3],"[[ 0.2365546   1.0138652  -0.41082427 -0.16321418  0.4324036   0.6631651
  -0.1485477  -0.4373418   0.07267167  2.4950092 ]]","[[-0.09451916 -0.5851707   0.27348202  0.07107665 -0.49014348  0.37570637
   0.7027798   0.55446696 -0.6464439   0.58679634  0.41888848 -0.13265188
  -0.41288653 -0.22144352  0.18247081  0.55705124 -0.05394019  0.19216135
  -0.23526132  0.24721496  0.00422304 -0.1339805   0.50965035 -0.14840598
   0.07205492  0.34218246  0.16878588 -0.28407007  0.74682724  1.210767
   0.8477791   0.0293967   0.30977428 -0.68667513  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2128,[1],"[[-0.5948267   1.4557993   2.3234315  -0.33806077 -1.5357771  -0.88596797
   2.4308407   0.48974845  2.4880648  -2.0781345 ]]","[[ 0.5583775   0.05131356  0.62031996 -0.5257995  -0.7359848  -0.6674561
   0.44772297 -0.4314029   0.11857883  0.31648982 -0.6631756  -0.35998717
   0.60512036 -0.89526904 -0.0366061  -0.3350698   0.26556373  0.10612686
   0.26565737 -0.7877313  -0.16318968  0.06379122  0.11628202 -0.3965865
  -0.09531296  0.8572538  -0.37999675  1.5896502   0.50987    -0.9992328
  -0.02367793  0.0928376  -0.09612544  1.2931453   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2129,[2],"[[ 2.2522748  -2.6216915   2.1989768   2.264902    1.8327646   1.0548558
   0.12053636  2.2810037  -2.2628186  -0.5008069 ]]","[[-0.1442879  -0.37947193 -0.5427796   0.45679995  0.590427    0.59449136
  -0.628989   -0.69601554  0.27874744 -0.69187605 -0.3300375  -0.5781865
  -0.01345569 -0.8620618   0.3921672  -0.29580846  0.12631364 -0.3571046
   0.47822106  0.06259803 -0.625777    0.51695144  0.44782418 -0.83768857
  -0.40717927 -0.2800972   1.7780819   2.028062   -0.24943843  0.623478
   1.7837924   0.860149   -0.6568931   0.41007456  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2130,[2],"[[ 3.0616703  -2.4416516   2.6531243   2.1852942   2.041715    2.2345655
   0.66831684  2.6864316  -2.3456013  -0.9099277 ]]","[[ 0.02535213  0.59565014 -0.62825257  0.75675184  0.7438155   0.73447764
  -0.5185127  -0.7423269  -0.7481322  -0.73833686 -0.0870953  -0.6955222
  -0.64566773 -0.72694886  0.6174446  -0.6652649   0.64594674 -0.3987555
  -0.11562694  0.69392586 -0.71197003  0.37414986  0.7035139  -0.63372266
   0.66741246  0.01172286  1.7780819   2.028062   -0.24943843  0.623478
   1.7837924   0.860149   -0.6568931   0.41007456  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2131,[3],"[[ 0.2148546   0.23331589  0.24614735  0.04183776  0.92488235  0.279951
   0.00953932  0.44941497 -0.40224054 -0.27877098]]","[[ 0.20982863 -0.3293753  -0.54271036  0.4751314  -0.10677828 -0.3737855
   0.7531158  -0.7328446  -0.69416875  0.63054794 -0.11240028  0.06009856
  -0.37257785  0.12927032  0.25059807  0.59282196  0.05254161  0.1244857
  -0.555015   -0.74456173 -0.74311936  0.13234304  0.28125754 -0.42732573
   0.4777444   0.33321488  0.5542611   0.9090346  -1.4051417   0.66598743
  -0.35530835 -0.1313581  -0.02399899 -0.31742886  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2132,[3],"[[-0.4159755   1.0381916  -1.0764558  -0.72125536  1.5736762   0.15322171
  -0.21199349 -0.85700655 -0.35493475  3.201305  ]]","[[-0.503571   -0.6092504  -0.49830753  0.35982794 -0.5904457   0.17435914
   0.4990021  -0.04331455 -0.34757277  0.36826584 -0.3909954   0.16382727
  -0.10778806 -0.18428855 -0.48025462 -0.0099661  -0.22978747  0.2357133
  -0.69992477  0.2965724  -0.01694504 -0.06522007  0.18032305  0.5194423
  -0.19938537 -0.6233002  -0.29143196 -2.9268496  -0.19288465 -0.39572367
   0.1678097   1.0223509  -0.5547518  -0.293103    0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2133,[2],"[[ 2.4599488  -2.3237398   2.101011    2.4336195   1.9582254   2.5340033
   0.14074384  2.479026   -2.4696705  -0.75980973]]","[[-0.28901502  0.69631857 -0.6331391   0.75861526  0.7374362   0.7541491
  -0.63872766 -0.6924443  -0.75849015 -0.75271475 -0.0231442  -0.715526
  -0.71491694 -0.7111005   0.6692306  -0.65775764  0.29497296  0.34885794
  -0.22722797  0.65952754 -0.70532995  0.50585544  0.71231306 -0.33755606
   0.6556251   0.01113991 -0.37999675  1.5896502   0.50987    -0.9992328
  -0.02367793  0.0928376  -0.09612544  1.2931453   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2134,[2],"[[ 2.4467356 -1.8832743  2.6541402  1.621145   3.179813   1.5253351
   0.4764043  3.2776163 -2.4990242 -0.3341758]]","[[ 2.2102881e-02  6.1678743e-01 -4.0596384e-01  7.3974150e-01
   7.4994379e-01  6.5824991e-01 -4.1421726e-01 -7.4760234e-01
  -7.5218314e-01 -7.4189711e-01 -7.0069829e-04 -7.2473139e-01
  -6.8317187e-01 -6.9448274e-01  3.4742840e-02 -5.5307478e-01
   6.6632444e-01  5.0205308e-01 -1.4330444e-01  4.6449545e-01
  -6.5408677e-01  5.0376379e-01  3.0408615e-01 -3.9777339e-01
   7.1515781e-01  1.6047269e-01  5.3231943e-01 -2.0372784e+00
  -1.2383901e+00 -1.8356155e+00  8.1200427e-01 -5.2643275e-01
  -5.1639718e-01 -2.0555952e-01  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00  0.0000000e+00  0.0000000e+00
   0.0000000e+00  0.0000000e+00]]"
2135,[2],"[[ 2.327393   -2.2090013   1.3245065   2.2716715   1.3793061   1.2968382
   0.05385939  1.4563129  -2.5129578   0.61679816]]","[[ 0.03374792 -0.08386678 -0.6500649   0.20089602  0.67086786  0.5955534
  -0.11698245 -0.81201386  0.2305906  -0.51915663  0.10262603 -0.7917022
  -0.28609192  0.45850658  0.46747816 -0.63824105  0.66976964  0.79863524
   0.11783645  0.7078748  -0.6361052   0.7287828  -0.20178692  0.66525716
  -0.31361562 -0.52456445  0.23673305  2.8699453   0.29506972  0.10788308
   0.917746   -0.8129996  -0.7776107  -0.72470194  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2136,[1],"[[ 0.78560394  1.316187    2.6764674   0.36787188 -0.7367341  -0.07995164
   3.1457899   0.3263491   1.5645187  -0.839955  ]]","[[ 8.16065550e-01  2.63701100e-02  7.57212341e-01 -2.30836980e-02
  -7.42627680e-01 -6.86127126e-01  3.13982278e-01 -3.24606508e-01
   4.26208764e-01  1.02729075e-01 -6.94118917e-01 -7.89961934e-01
   2.17785269e-01 -6.80025160e-01  2.19947487e-01 -4.93513584e-01
   2.06226222e-02  2.46530458e-01  1.54885769e-01  6.00427330e-01
  -7.31988728e-01 -5.92284501e-01  5.37563205e-01  2.20475043e-03
  -9.74812545e-04  5.65905094e-01  2.36733049e-01  2.86994529e+00
   2.95069724e-01  1.07883081e-01  9.17746007e-01 -8.12999606e-01
  -7.77610719e-01 -7.24701941e-01  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]"
2137,[0],"[[ 0.4231801   1.873373   -0.36570004 -0.7276857   0.5903337   1.285722
   0.5656365  -0.46777678  0.66301113  1.0637423 ]]","[[ 0.29149872 -0.00399859 -0.19026355 -0.12611926 -0.61638606  0.54680693
   0.28808975  0.60191065 -0.6830957   0.45944777  0.6383113  -0.06295332
   0.0831227  -0.63227487  0.38503557 -0.23229471  0.03405109  0.2914587
  -0.4685941  -0.27822247 -0.27848363 -0.3327174   0.45211756 -0.51823336
   0.28983685  0.6431696   0.0309351  -0.8153829   1.0360348   1.3679394
   1.423966    2.5980713  -0.9229148  -0.38802993  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2138,[0],"[[ 0.48271352  1.3897698   2.3699355  -0.2827214  -0.5450944   0.618288
   2.8111055   0.6507721   1.6563332  -0.62481654]]","[[ 0.6385428   0.0014843   0.73391074  0.0055649  -0.6600425  -0.7141662
   0.3692696  -0.6010121   0.29717803  0.22616786 -0.6752316  -0.5918382
   0.40294904 -0.84454304  0.12095872 -0.56004953  0.14249931  0.19024424
   0.28851044  0.09214578 -0.20708077 -0.22507823  0.69633526 -0.23559475
   0.05131427  0.54393065  0.16878588 -0.28407007  0.74682724  1.210767
   0.8477791   0.0293967   0.30977428 -0.68667513  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2139,[3],"[[-0.44159734  1.3258338  -0.11339793 -1.0269318   0.66663533 -0.32711068
   0.8576981  -0.369766    0.43312705  1.2797168 ]]","[[ 0.27847603 -0.58586645  0.0981435  -0.16646048 -0.47603166 -0.09466659
   0.60490596 -0.33378157 -0.08655333  0.16752288 -0.64848405  0.25723267
  -0.06614595  0.2832645   0.05018356  0.15701216  0.07571562 -0.0046767
  -0.35892752  0.09610104 -0.44140103 -0.38750574 -0.12075657  0.02941316
  -0.31761134 -0.20923753 -0.29143196 -2.9268496  -0.19288465 -0.39572367
   0.1678097   1.0223509  -0.5547518  -0.293103    0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2140,[2],"[[ 2.9536216 -2.547333   2.0174093  2.8581247  3.9828217  1.7621756
  -0.6588775  3.2850325 -3.4318182  0.3796174]]","[[-0.24721456 -0.66853637 -0.4973906   0.45327172  0.6966944   0.62450796
  -0.47442862 -0.7305181   0.5071512  -0.6742967  -0.01468062 -0.6342771
  -0.19988292 -0.6686879   0.68807304 -0.3123914   0.23273088  0.65083885
   0.64833456  0.31658602 -0.8285814   0.5566471   0.85443664 -0.6476864
   0.48586112 -0.38376492  0.5323194  -2.0372784  -1.2383901  -1.8356155
   0.81200427 -0.52643275 -0.5163972  -0.20555952  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2141,[1],"[[-0.7650559   1.7455492   2.298207   -0.86100227 -0.8037326  -0.74139667
   2.1684356   0.46434125  1.8091179  -1.0009097 ]]","[[ 0.34150228  0.4548165   0.46211547  0.2602049  -0.6344725  -0.7183378
   0.44950578  0.02534013 -0.69184947  0.38668913 -0.28857243 -0.621476
   0.6547651  -0.6368929  -0.13932818  0.20195012 -0.30788773 -0.12145886
  -0.20657203 -0.3149976  -0.5128964   0.06434499  0.0570117  -0.37597573
  -0.09238864  0.61124593  0.8286672   0.621858   -1.5033605  -1.6773194
  -0.29756784 -0.9175728   0.23787883  1.6603314   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2142,[3],"[[-0.06449069  0.7320992   0.14463066  0.16952205  0.09615806 -0.01308289
  -0.11722221 -0.77186453  0.54655457  2.2284558 ]]","[[-0.04859144  0.13812158 -0.8470273   0.4952594  -0.64200073 -0.42399532
   0.74107116  0.2585678  -0.7249001   0.79647195  0.6762533   0.03492441
   0.00539871 -0.07730544 -0.18828024  0.6174833  -0.18914987 -0.4731766
  -0.76741016 -0.42348832 -0.51219267  0.01233223  0.56525075 -0.20959409
   0.37885723  0.02536561  1.077699    0.68425417  0.22680673 -0.6940173
   0.27924576 -2.830672    1.0972128  -0.01823738  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2143,[3],"[[ 0.49952155  0.42555574 -0.5614507   0.30127227  1.3388093   0.07222557
  -0.638971   -0.16320637 -0.95012033  3.8744926 ]]","[[-0.14024962 -0.6273064   0.21695967 -0.35165706 -0.3385494   0.48503152
   0.74798155  0.640505   -0.66159654  0.50291264  0.60710686  0.10747879
  -0.6486058  -0.00550954  0.10023579  0.675469   -0.29741317  0.27909243
  -0.39075038  0.6446412   0.4597963   0.23955324  0.73296225 -0.5168775
  -0.08687381 -0.56526107  0.5323194  -2.0372784  -1.2383901  -1.8356155
   0.81200427 -0.52643275 -0.5163972  -0.20555952  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2144,[2],"[[ 2.9881754  -2.298309    2.5051155   2.199532    2.364823    2.8461292
   0.34963232  2.9735286  -2.4357417   0.34422895]]","[[-0.28901502  0.69631857 -0.6331391   0.75861526  0.7374362   0.7541491
  -0.63872766 -0.6924443  -0.75849015 -0.75271475 -0.0231442  -0.715526
  -0.71491694 -0.7111005   0.6692306  -0.65775764  0.29497296  0.34885794
  -0.22722797  0.65952754 -0.70532995  0.50585544  0.71231306 -0.33755606
   0.6556251   0.01113991  1.355426   -0.44863847  0.544181    0.0031102
   0.9215543  -1.1874309   0.68157876  0.38710654  0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
2145,[1],"[[ 0.09617744  2.01482     2.5068579  -0.87188464 -0.6989544  -0.17601565
   2.827227    0.36909872  2.5940104  -0.7299392 ]]","[[ 0.7656726   0.47079778  0.67465365  0.01059478 -0.7556059  -0.55038905
   0.37888733  0.08979484 -0.88047147  0.5108022  -0.36241525 -0.67527354
   0.47114456 -0.6377031   0.25621945  0.26265812 -0.04221494  0.1929713
  -0.3696536  -0.34717083 -0.5947161  -0.20421928  0.6739769  -0.34324473
   0.41295266  0.6332489   1.0594581  -0.03983967  0.38511288 -2.0776174
   0.1995977   0.6608591  -0.12634248  1.0996432   0.          0.
   0.          0.          0.          0.          0.          0.
   0.          0.          0.          0.        ]]"
